"name","price_range","stars","neighborhood","business_id","hours","is_open","address","review_count","longitude","latitude","postal_code"
"Roberto's Ristorante Italiano","2","3.5","","ttCvYknuofQcSiDebuR4ZQ","","1","2622 Yonge Street","14","-79.4003533","43.7151984","M4P 2J4"
"Rione XI","2","4","","7vl54MQuqZQlNj4IYakwVg","""['Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 17:0-22:0', 'Friday 17:0-22:0', 'Saturday 17:0-22:0', 'Sunday 17:0-22:0']""","1","672 Saint Clair W","11","-79.4255269","43.6819871","M6C 1B1"
"Il Fornello","2","3","The Danforth","UP7ejOl-PQyWZ9iFRQD8Xw","","1","576 Danforth Ave","33","-79.3468687","43.678689","M4K 1R1"
"Terrazza","2","4","Bickford Park","jNw0Lnb_HVfhFVWe5q-qmw","""['Tuesday 17:0-23:0', 'Wednesday 17:0-23:0', 'Thursday 17:0-23:0', 'Friday 17:0-0:0', 'Saturday 17:0-0:0', 'Sunday 17:0-23:0']""","1","372 Harbord Street","36","-79.4223089","43.6590509","M6G"
"Divino","2","3.5","Yonge and St. Clair","lRidtP8BPrIy7QvFCWpDpg","""['Monday 11:30-23:30', 'Tuesday 11:30-23:30', 'Wednesday 11:30-23:30', 'Thursday 11:30-23:30', 'Friday 11:30-23:0', 'Saturday 11:30-23:0', 'Sunday 11:30-22:0']""","0","1 Balmoral Avenue","7","-79.3932282","43.6858371","M4V 1J5"
"Basso Pizzeria","2","4.5","Corktown","WlINkrwGmUzyR-hoG-pIlw","""['Monday 17:0-22:0', 'Tuesday 11:30-23:0', 'Wednesday 11:30-23:0', 'Thursday 11:30-23:0', 'Friday 11:30-2:0', 'Saturday 16:0-1:0', 'Sunday 16:0-22:0']""","1","320 Queen Street E","11","-79.3652656","43.6555457","M5A 1S8"
"Parmigiano Trattoria","2","4","","lsfFzCl7SXgoq8N5NjbvZA","","1","3186 Yonge Street","21","-79.4031035","43.727844","M4N 2L1"
"Il Vagabondo","2","1.5","","wPU74hyOBt0qS8Mw7XOo6A","","0","2700 Dufferin Street","3","-79.4533181","43.7024901","M6B 1P8"
"Passione Italiana Ristorante","2","3.5","Yonge and St. Clair","zZAAiNGU2ySMvAlYbvvchg","""['Monday 8:0-22:0', 'Tuesday 8:0-22:0', 'Wednesday 8:0-22:0', 'Thursday 8:0-22:0', 'Friday 8:0-22:0', 'Saturday 8:0-22:0', 'Sunday 8:0-22:0']""","0","1423 Yonge Street","19","-79.3937128","43.6875359","M4T 1Y7"
"Black Skirt","2","4","Dufferin Grove","PPrE3wc9hihGLQOX0Y6nvg","""['Tuesday 10:0-22:0', 'Wednesday 10:0-22:0', 'Thursday 10:0-22:0', 'Friday 10:0-22:0', 'Saturday 10:0-22:0']""","0","974 College Street","20","-79.4276819","43.6534635","M6H 1A5"
"Harvest Cafe & Fine Foods","2","3","The Beach","CnHMPB1BZL7Nx2OyCsSAVQ","","0","1856 Queen St E","4","-79.3072943","43.6684274","M4L"
"7 Numbers Restaurant","2","4","","ukAUNyzUcBA4Su8UKjaJKg","""['Tuesday 17:0-23:0', 'Wednesday 17:0-23:0', 'Thursday 17:0-23:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:0', 'Sunday 17:0-22:0']""","1","516 Eglinton Avenue W","76","-79.4137086","43.7035217","M5N 1A5"
"Brownstone Bistro","2","3.5","Church-Wellesley Village","KuxDPl6UYNLxFChPm0_MNw","""['Monday 10:0-23:0', 'Tuesday 10:0-23:0', 'Wednesday 10:0-23:0', 'Thursday 10:0-23:0', 'Friday 10:0-0:0', 'Saturday 10:0-0:0', 'Sunday 10:0-23:0']""","1","603 Yonge Street","131","-79.3851366","43.6667137","M4Y 1Z5"
"Campo de Fiori Restaurant","2","4.5","Etobicoke","6yhhRjPaBMhUye8QWxslzA","""['Monday 11:30-14:30', 'Tuesday 11:30-14:30', 'Tuesday 17:30-22:0', 'Wednesday 11:30-14:30', 'Wednesday 17:30-22:0', 'Thursday 11:30-14:30', 'Thursday 17:30-22:0', 'Friday 11:30-14:30', 'Friday 17:30-22:0', 'Saturday 17:0-22:30', 'Sunday 12:0-20:0']""","1","3317 Bloor Street W","3","-79.5203961","43.6452419","M8X 1G7"
"Sugo Trattoria","2","2.5","Church-Wellesley Village","IYeVJn_RUfyjxfRpD7QzMw","""['Tuesday 17:0-23:0', 'Wednesday 17:0-23:0', 'Thursday 17:0-23:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:0', 'Sunday 17:0-23:0']""","0","582 Church St","15","-79.3814013","43.6668063","M4Y 2E5"
"Portobello Restaurant & Bar","2","2","Discovery District","7NDpbeFYqQE28wKLBZKGFw","","0","995 Bay Street","12","-79.387546","43.6653695","M5S 3A6"
"Jerome's Cucina and Bar","2","4","Little Italy","fliaU7_M0PkJuXFYtBhnNw","""['Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 17:0-22:0', 'Friday 17:0-22:0', 'Saturday 17:0-22:0']""","1","596 College Street","3","-79.414015","43.6553011","M6G 1B4"
"Hey!","2","3","Roncesvalles","TWt-6EilZoSH99CheLPD2A","""['Monday 10:0-21:0', 'Tuesday 10:0-21:0', 'Wednesday 10:0-22:0', 'Thursday 10:0-22:0', 'Friday 10:0-22:0', 'Saturday 9:0-22:0', 'Sunday 9:0-21:0']""","0","89 Roncesvalles Avenue","36","-79.4471373","43.6416889","M6R 2K6"
"Cresta","2","4.5","St. Lawrence","m8oxuFlS2KbhXR0bRKucMA","""['Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 17:0-22:0', 'Friday 17:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-22:0']""","0","118 The Esplanade","32","-79.37186777","43.64807285","M5E 1A9"
"Scaddabush","2","3.5","Entertainment District","tngl2VZ4VGpK3qFpmU0NMw","""['Monday 11:0-1:0', 'Tuesday 11:0-1:0', 'Wednesday 11:0-1:0', 'Thursday 11:0-1:0', 'Friday 11:0-2:0', 'Saturday 11:0-2:0', 'Sunday 11:0-1:0']""","1","200 Front Street W","16","-79.3858646","43.6449908","M5V 3K2"
"Kit Kat Italian Bar & Grill","2","3.5","Entertainment District","FUqvrauxIP8bcI2aVeoXdg","""['Monday 11:30-23:30', 'Tuesday 11:30-23:30', 'Wednesday 11:30-23:30', 'Thursday 11:30-0:30', 'Friday 11:30-0:30', 'Saturday 16:0-0:30', 'Sunday 16:0-22:30']""","1","297 King Street W","138","-79.3901407","43.6463534","M5V 1J5"
"Levetto","2","4.5","","y769FA7VJOW4QQYdYlR62A","""['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-22:0']""","1","68 Sudbury Street","166","-79.4216844","43.6414682","M6J 3S7"
"Quanto Basta","2","3.5","Summer Hill","Lzj-_QdzL2bLeHd_bC88Fg","""['Monday 9:0-2:0', 'Tuesday 9:0-2:0', 'Wednesday 9:0-2:0', 'Thursday 9:0-2:0', 'Friday 9:0-2:0', 'Saturday 9:0-2:0', 'Sunday 9:0-2:0']""","1","1112 Yonge Street","27","-79.3905545","43.6787505","M4W 2L6"
"Regina Pizzeria & Trattoria","2","4","Bickford Park","BlrvqjGanZvjlNsnIyvAXQ","""['Monday 11:0-0:0', 'Tuesday 11:0-0:0', 'Wednesday 11:0-0:0', 'Thursday 11:0-0:0', 'Friday 11:0-0:0', 'Saturday 11:0-0:0', 'Sunday 15:0-23:0']""","1","782 College Street","45","-79.420858","43.654881","M6G 1C6"
"Terroni","2","3","Yonge and St. Clair","846lAt9k0-jjM8TbBIRAmg","""['Monday 9:0-22:30', 'Tuesday 9:0-22:30', 'Wednesday 9:0-22:30', 'Thursday 9:0-23:0', 'Friday 9:0-23:0', 'Saturday 9:0-23:0', 'Sunday 9:0-23:0']""","0","1 Balmoral Ave","22","-79.3930809","43.6853479","M4V 3B9"
"The Peasant Table","2","3.5","Riverdale","5a2WPziZW2HoW10H1ovbpQ","""['Monday 11:30-23:0', 'Tuesday 11:30-23:0', 'Wednesday 11:30-23:0', 'Thursday 11:30-1:0', 'Friday 11:30-1:0', 'Saturday 10:30-1:0', 'Sunday 10:30-23:0']""","1","782 Queen Street E","26","-79.34732406","43.65953565","M4M 1H4"
"Pizzeria Libretto","2","4","","4BBda3yy_8GXGmYLcgggHw","""['Monday 11:30-23:0', 'Tuesday 11:30-23:0', 'Wednesday 11:30-23:0', 'Thursday 11:30-23:0', 'Friday 11:30-23:0', 'Saturday 11:30-23:0', 'Sunday 11:30-23:0']""","1","545 King Street W","32","-79.3988108","43.6445031","M5V 1M1"
"PICEA997","2","3","Dovercourt","N-U0o7hIKy3Z6KY_O4RuPg","""['Tuesday 17:0-23:0', 'Wednesday 17:0-23:0', 'Thursday 17:0-23:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:0', 'Sunday 17:0-23:0']""","0","997 Dupont Street","33","-79.4315486","43.6698988","M6H 1Z5"
"Terroni","2","3.5","West Queen West","TFftsYkRIUtdo6ZhRwJ2lQ","""['Monday 10:0-22:0', 'Tuesday 10:0-22:0', 'Wednesday 10:0-22:0', 'Thursday 10:0-22:30', 'Friday 10:0-23:30', 'Saturday 10:0-23:30', 'Sunday 10:0-22:0']""","1","720 Queen Street W","257","-79.4091417","43.6462693","M6J 1E8"
"Verdi","2","3.5","Mount Pleasant and Davisville","ofUx7sIRMBfIAnx_Qb6Klw","","1","1566 Bayview Ave","11","-79.3752859","43.705393","M4G 3B7"
"Lil' Baci","2","3.5","Leslieville","4LXZzgsrM1ZyS_-uB9Od2Q","""['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-22:0', 'Friday 11:30-22:0', 'Saturday 10:30-22:0', 'Sunday 10:30-22:0']""","1","892 Queen St E","114","-79.34325685","43.66047765","M4M 1J3"
"Faema Caffe","2","2.5","","jM6JjZXFAQQANwdlEwbH3g","""['Monday 8:0-23:0', 'Tuesday 8:0-23:0', 'Wednesday 8:0-23:0', 'Thursday 8:0-23:0', 'Friday 8:0-0:0', 'Saturday 8:0-0:0', 'Sunday 8:0-11:0']""","1","672 Dupont Street","31","-79.4219971","43.6715393","M6G 1Z6"
"Masseria","2","4.5","","9HC5xHX8QE8VmGd-wCKEaA","""['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-22:0', 'Saturday 11:0-22:0', 'Sunday 11:0-22:0']""","1","577 King Street W","22","-79.3997431","43.6444204","M5V 1M1"
"Rocco's Plum Tomato","2","2.5","Koreatown","omQzbXpCURIShYYeBREO_A","","0","585 Bloor Street W","5","-79.4126466","43.6646884","M6G 1K5"
"Metropolitan Resto Bar","2","3.5","Downtown Core","4V_dIB038vy53RHYgEvUcw","""['Monday 11:30-0:0', 'Tuesday 11:30-0:0', 'Wednesday 11:30-0:0', 'Thursday 11:30-0:0', 'Friday 11:30-0:0']""","1","20 Victoria Street","15","-79.3772196","43.6499935","M5C"
"Hey Meatball","2","4","Leslieville","kQ9gVGp5R_jZwLi0-q8PZQ","","1","912 Queen Street  E","59","-79.3422511","43.6606484","M4M 1J5"
"Epicure Cafe & Grill","2","3.5","Alexandra Park","nY2oBwH3s5sKox1mERIoVQ","""['Monday 11:0-1:0', 'Tuesday 11:0-1:0', 'Wednesday 11:0-1:0', 'Thursday 11:0-2:0', 'Friday 11:0-2:0', 'Saturday 11:0-2:0', 'Sunday 11:0-1:0']""","1","502 Queen Street W","80","-79.4012788","43.6477412","M5V 2B3"
"Lady Marmalade","2","4","Leslieville","7oEKIG7d1ttPRejppZ3WIA","""['Monday 8:0-16:0', 'Tuesday 8:0-16:0', 'Wednesday 8:0-16:0', 'Thursday 8:0-16:0', 'Friday 8:0-16:0', 'Saturday 8:0-15:0', 'Sunday 8:0-15:0']""","1","898 Queen Street E","362","-79.3431123","43.66051675","M4M 1J3"
"ViPei Bistro","2","4","","0xy5_iqOYWp_XRXpeb-IFQ","","0","3334 Yonge Street","11","-79.4040711","43.7315306","M4N 2M4"
"Amore Trattoria","2","3","Mount Pleasant and Davisville","rU3gQnwoCx_bjDJEsxathA","","1","2425 Yonge St","55","-79.3987543","43.7106276","M4P 2E7"
"Mio RistoBar","2","3","Downtown Core","_v3WsjEworH53RcWzWKEEw","","1","""40 King St W, Scotia Bank Plz""","15","-79.379154","43.649024","M5H 4A9"
"Melanie's Bistro & Patisserie","2","4","The Danforth","9XLH_grfIYKR7d5ZT9ZX_A","""['Tuesday 11:30-21:30', 'Wednesday 11:30-21:30', 'Thursday 11:30-21:30', 'Friday 11:30-21:30', 'Saturday 10:0-21:30', 'Sunday 10:0-21:30']""","1","1870 Danforth Avenue","47","-79.3172433","43.6849406","M4C 1J4"
"Tosto Quickfire Pizza Pasta","2","3.5","Mount Pleasant and Davisville","XlvpNPAZnzm-DJmKYmK2nQ","""['Monday 11:0-21:0', 'Tuesday 11:0-21:0', 'Wednesday 11:0-21:0', 'Thursday 11:0-21:0', 'Friday 11:0-22:0', 'Saturday 11:0-22:0', 'Sunday 11:0-21:0']""","1","""609 Roehampton Avenue, Unit 02""","18","-79.37886804","43.7115783","M4P 1S7"
"Bocca On Baldwin","2","3","Downtown Core","Q6Lp73mfUnb7_DVkbzijYA","""['Monday 11:30-23:0', 'Tuesday 11:30-23:0', 'Wednesday 11:30-23:0', 'Thursday 11:30-23:0', 'Friday 11:30-0:0', 'Saturday 11:30-0:0', 'Sunday 11:30-0:0']""","0","26 Baldwin Street","35","-79.3934155","43.656202","M5T 1L2"
"Giovanna Trattoria","2","2","Little Italy","DC3B2efrhw1c6c79BBgYjA","""['Monday 12:0-22:0', 'Tuesday 12:0-22:0', 'Wednesday 12:0-22:0', 'Thursday 12:0-22:0', 'Friday 12:0-22:0', 'Saturday 12:0-22:0', 'Sunday 12:0-22:0']""","0","637 College St","4","-79.4151228","43.65487","M6G 1B5"
"Bar Buca","2","4","","CZY3743GpOOhdDJu6UmPBA","""['Monday 7:0-2:0', 'Tuesday 7:0-2:0', 'Wednesday 7:0-2:0', 'Thursday 7:0-2:0', 'Friday 7:0-2:0', 'Saturday 8:0-2:0', 'Sunday 8:0-2:0']""","1","75 Portland Street","149","-79.39984039","43.64392294","M5V"
"Forget About It","2","3.5","Entertainment District","Pueu_ofuGNpX2dRf-GHt_A","""['Tuesday 17:0-1:0', 'Wednesday 17:0-1:0', 'Thursday 17:0-1:0', 'Friday 17:0-1:0', 'Saturday 17:0-1:0', 'Sunday 17:0-1:0']""","1","325 King Street W","35","-79.39115415","43.64619733","M5V 1J5"
"La Vecchia Ristorante","2","4","Mount Pleasant and Davisville","59c3Cp-p5i18xFCKUuCkFQ","""['Monday 11:30-23:0', 'Tuesday 11:30-23:0', 'Wednesday 11:30-23:0', 'Thursday 11:30-23:0', 'Friday 11:30-23:30', 'Saturday 10:0-0:0', 'Sunday 10:0-23:0']""","1","2405A Yonge Street","177","-79.3987926","43.7100711","M4P 2E7"
"Via Vai Pizzeria & Wine Bar","2","2.5","Discovery District","G3rk0dDROzpDdTugsnSDTw","""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-0:0', 'Saturday 10:0-23:0', 'Sunday 10:0-23:0']""","0","832 Bay Street","52","-79.3862897","43.6617048","M5S 1Z6"
"Stelvio","2","4","Entertainment District","esnvHQxunLTAckQpntqbCg","""['Monday 17:0-22:0', 'Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 17:0-22:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 17:0-22:0']""","1","354 Queen Street W","33","-79.3954138","43.6489482","M5V 2A5"
"Ultimate Cafe","2","2.5","Entertainment District","N8bCOvrGH69jD3-CRc6Fpw","","0","293 King Street W","24","-79.3900847","43.6464876","M5V 1J5"
"Panda House","2","4","","a8PzL5rUpCa8MiQEuLZaOQ","""['Tuesday 16:0-22:0', 'Wednesday 16:0-22:0', 'Thursday 16:0-22:0', 'Friday 16:0-23:0', 'Saturday 16:0-23:0', 'Sunday 16:0-21:0']""","0","2714 Saint Clair Avenue E","9","-79.31150085","43.70587312","M4B 1M6"
"Trattoria Mercatto","2","3.5","Downtown Core","lvv9Vv_5i4IwvDdofO_rKg","""['Monday 11:30-23:0', 'Tuesday 11:30-23:0', 'Wednesday 11:30-23:0', 'Thursday 11:30-23:0', 'Friday 11:30-23:0', 'Saturday 11:30-23:0', 'Sunday 12:0-21:0']""","1","""Eaton Center, 220 Yonge Street""","122","-79.3800603","43.6536106","M5B 2H1"
"Doria","2","3","Summer Hill","o1Y1JV8khAMD3yMUZymr5g","""['Monday 8:0-16:0', 'Tuesday 8:0-16:0', 'Wednesday 8:0-16:0', 'Thursday 8:0-16:0', 'Friday 8:0-16:0', 'Saturday 8:0-16:0', 'Sunday 9:0-16:0']""","0","1094 Yonge Street","7","-79.3901116","43.6783506","M4W 2L6"
"Louis Souvlaki & Grill","2","3.5","Scarborough","D5XAErxJj5VbQjaQypb4Ig","""['Monday 11:0-21:0', 'Tuesday 11:0-21:0', 'Wednesday 11:0-21:0', 'Thursday 11:0-21:0', 'Friday 11:0-21:0', 'Saturday 11:0-21:0', 'Sunday 11:0-21:0']""","1","""371 Old Kingston Road, Unit 12A""","7","-79.169624","43.782833","M1C 1B7"
"Little Fin","2","3.5","Downtown Core","x6PA-2j7LpZAYFo2VojmQQ","""['Monday 8:0-20:0', 'Tuesday 8:0-20:0', 'Wednesday 8:0-20:0', 'Thursday 8:0-20:0', 'Friday 8:0-20:0', 'Saturday 11:0-20:0']""","1","4 Temperance Street","128","-79.3791616","43.6510992","M5H 1Y4"
"CSB","2","3","Little Italy","eMP3ffj6Zr7o3tY2G6EgSQ","""['Wednesday 17:0-2:0', 'Thursday 17:0-2:0', 'Friday 17:0-2:0', 'Saturday 17:0-2:0', 'Sunday 17:0-2:0']""","1","574 College Street","9","-79.4129672","43.6554165","M6G 1B3"
"Acquolina Ristorante","2","3","","61GK4EGXBd4uha_2unicNw","""['Tuesday 17:30-22:0', 'Wednesday 17:30-22:0', 'Thursday 17:30-22:0', 'Friday 17:30-22:0', 'Saturday 17:30-22:0']""","0","760 Saint Clair Avenue W","11","-79.4283861","43.6813132","M6C 1B5"
"Oliver & Bonacini Cafթ Grill","2","3","Bayview Village","pOEL97ld-FJMKO8Ki8JmYg","""['Monday 11:0-21:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-22:0', 'Saturday 11:0-22:0', 'Sunday 10:0-21:0']""","1","""Bayview Village, 2901 Bayview Avenue""","189","-79.38548","43.7690687","M2K 1E6"
"The Old Spaghetti Factory","2","3","St. Lawrence","hlrZHM4D48XiQtXh6cRg_w","""['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-22:0', 'Friday 11:30-23:0', 'Saturday 11:30-23:0', 'Sunday 11:30-22:0']""","1","54 The Esplanade","196","-79.3743409","43.6469106","M5E 1A6"
"Hot House Restaurant & Bar","2","3.5","St. Lawrence","Orgm9nmcClxnAUva4nOKyA","""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-0:0', 'Saturday 10:0-0:0', 'Sunday 9:30-23:0']""","1","35 Church Street","231","-79.37373434","43.64881956","M5E 1T3"
"Big Papa Trattoria","2","3","Etobicoke","IKhwrMO42BecLZU4Pdwulw","","0","2982 Bloor St W","6","-79.5096724","43.6479035","M8X 1B9"
"Trapezzi","2","3.5","Greektown","kmPZPIbulnOv3Btg9YGWrA","","0","505 Danforth Avenue","3","-79.3489693","43.6781015","M4K 1P5"
"Strada 241","2","3.5","Alexandra Park","kYZJ94hdzbhZIIXhIZU5Dw","","0","241 Spadina Avenue","55","-79.3972263","43.6515584","M5T"
"Cafe Bar Pasta","2","4","Brockton Village","JG26f5Ppxvmz1EP6nh2WkQ","""['Tuesday 17:0-23:0', 'Wednesday 17:0-23:0', 'Thursday 17:0-23:0', 'Friday 17:0-23:0', 'Saturday 9:0-23:0']""","0","1588 Dundas Street W","23","-79.4347325","43.6499595","M6K 1T8"
"Scaddabush Italian Kitchen & Bar","2","3","Scarborough","FfF8XGFf8_BSlWSjIgqeQg","""['Monday 11:30-1:0', 'Tuesday 11:30-1:0', 'Wednesday 11:30-1:0', 'Thursday 11:30-2:0', 'Friday 11:30-2:0', 'Saturday 11:30-2:0', 'Sunday 11:30-1:0']""","1","580 Progress Avenue","54","-79.25456938","43.77772851","M1P 2K2"
"ViVetha Bistro","2","3.5","The Beach","O5_CKNQOmtRHY_CjOB6XYA","""['Monday 8:0-22:0', 'Tuesday 8:0-22:0', 'Wednesday 8:0-22:0', 'Thursday 8:0-22:0', 'Friday 8:0-23:0', 'Saturday 8:0-23:0', 'Sunday 8:0-22:0']""","1","2485 Queen Street E","47","-79.2821106","43.6736249","M4E 1H9"
"Aprilթ Bambina","2","4","Leslieville","WbMZHFOOzjmQybWyHdfDxA","""['Monday 16:0-22:0', 'Tuesday 16:0-22:0', 'Wednesday 16:0-22:0', 'Thursday 16:0-22:0', 'Friday 16:0-23:0', 'Saturday 16:0-23:0', 'Sunday 16:0-22:0']""","1","1054 Gerrard Street E","33","-79.33609","43.6692354","M4M 1Z8"
"Frascati","2","3.5","Downtown Core","Fihzq3H6od0AP2WFLCE5yQ","""['Monday 11:0-14:30', 'Monday 17:0-23:0', 'Tuesday 11:0-14:30', 'Tuesday 17:0-23:0', 'Wednesday 11:0-14:30', 'Wednesday 17:0-23:0', 'Thursday 11:0-14:30', 'Thursday 17:0-23:0', 'Friday 11:0-14:30', 'Friday 17:0-23:0', 'Saturday 17:0-23:0', 'Sunday 17:0-23:0']""","1","13 Elm Street","15","-79.3823435","43.657548","M5G 1H1"
"Lakvino Ristorante","2","3.5","The Annex","KKUfGvyBDVqdZXXqS3uDrw","","0","525 Bloor Street W","7","-79.409162","43.6655406","M5S 1Y5"
"East Side Mario's","2","2.5","Downtown Core","v9jNkOIBfP4aW2ru50Rn-A","","0","151 Front Street W","26","-79.38461352","43.64474692","M5J 2N1"
"Upper Crust","2","3","Leslieville","d8LRNKz3_Cc5MlEQGWZ5Ag","","0","1008 Queen Street E","13","-79.3391867","43.6613875","M4M 1K1"
"Caffe Di Portici","2","4","Yorkville","p1ohbPwI1QfjHQ2zRup5OA","""['Monday 7:30-21:0', 'Tuesday 7:30-21:0', 'Wednesday 7:30-21:0', 'Thursday 7:30-21:0', 'Friday 7:30-21:0', 'Saturday 8:0-21:0', 'Sunday 9:0-21:0']""","1","6 Scollard Street","58","-79.3877966","43.6726696","M5R 3K8"
"Il Gelatiere","2","4","Mount Pleasant and Davisville","zV38gkkEeJ4cVRlSWWQTfQ","""['Monday 10:0-21:0', 'Tuesday 10:0-22:0', 'Wednesday 10:30-22:0', 'Thursday 10:0-22:0', 'Friday 10:30-22:0', 'Saturday 11:0-23:0', 'Sunday 13:0-21:0']""","1","647 Mount Pleasant Road","48","-79.388712","43.7053513","M4S 2N2"
"Pasta Pantry","2","5","Mount Pleasant and Davisville","P0-oxpGOTqRYbXNUye0IFw","""['Monday 11:0-19:0', 'Tuesday 11:0-19:0', 'Wednesday 11:0-19:0', 'Thursday 11:0-19:0', 'Friday 11:0-19:0', 'Saturday 10:0-18:0']""","1","1997 Yonge Street","16","-79.3969147","43.7007399","M4S 1Z8"
"Sicilian Sidewalk Cafe","2","3.5","Bickford Park","im8sxT2V-drSvxP17qdb2A","""['Monday 9:0-1:0', 'Tuesday 9:0-1:0', 'Wednesday 9:0-1:0', 'Thursday 9:0-2:0', 'Friday 9:0-2:0', 'Saturday 9:0-2:0', 'Sunday 9:0-2:0']""","1","712 College Street","60","-79.4185968","43.6553573","M6G 1C3"
"Joe Badali's Ristorante Italiano & Bar","2","3","Downtown Core","#NAME?","""['Monday 11:30-21:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-23:0', 'Friday 11:30-23:0', 'Saturday 12:0-23:0', 'Sunday 12:0-21:0']""","1","156 Front Street W","88","-79.3843036","43.6452817","M5J 2L6"
"Caroline's","2","1.5","Cabbagetown","WoiF62tItSFtgO6gLrj_Hg","""['Monday 16:30-1:0', 'Tuesday 16:30-1:0', 'Wednesday 16:30-1:30', 'Thursday 16:30-2:0', 'Friday 16:30-2:0', 'Saturday 11:0-2:0', 'Sunday 11:0-1:0']""","0","554 Parliament Street","6","-79.3690648","43.6669665","M4X 1P7"
"Jamie's Italian","2","3","","L3R7y3_tUKQlM9kor4-Ccw","""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-23:0']""","1","""Yorkdale Shopping Centre, 3401 Dufferin Street, Unit 20""","216","-79.45305781","43.72664615","M6A 2T9"
"Vagabondo Italian Ristorante+Lounge","2","3","St. Lawrence","YSUcHqlKMPHHJ_cTrqtNrA","""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-23:0', 'Saturday 12:0-23:0', 'Sunday 12:0-22:0']""","1","32 Wellington Street E","52","-79.375238","43.6483205","M5E 1C6"
"La Bettola di Terroni","2","3","Downtown Core","VBcmyBxAPcpzbbnPbFfttA","","1","106 Victoria St","92","-79.3779109","43.6520707","M5C 2B4"
"No One Writes To The Colonel","2","4","Little Italy","9CYZaEbU3KjdLFMkKbUXVw","""['Monday 17:30-2:0', 'Tuesday 17:30-2:0', 'Wednesday 17:30-2:0', 'Thursday 17:30-2:0', 'Friday 17:0-2:0', 'Saturday 17:0-2:0', 'Sunday 5:30-2:0']""","1","460 College Street","82","-79.4083156","43.6563535","M6G 1A4"
"Riva","2","2.5","Little Italy","aRut7oOB3wIuVQXLCrvEzQ","""['Tuesday 17:0-2:0', 'Wednesday 17:0-2:0', 'Thursday 17:0-2:0', 'Friday 17:0-2:0', 'Saturday 17:0-2:0', 'Sunday 17:0-2:0']""","1","584 College St","5","-79.4133905","43.6554173","M6G"
"Locus144","2","4","Liberty Village","FySLcpQNaDK_wrKmZA02cw","""['Wednesday 17:0-2:0', 'Thursday 17:0-2:0', 'Friday 17:0-2:0', 'Saturday 19:0-2:0']""","1","""171 East Liberty St, Unit 144""","10","-79.4190937","43.6379398","M6K 3P6"
"Domani Restaurant & Wine Bar","2","3","High Park","eVurjy0t-82KGUfPf2ViGQ","""['Monday 11:0-14:0', 'Monday 16:0-23:0', 'Tuesday 11:0-14:0', 'Tuesday 16:0-22:0', 'Wednesday 11:0-14:0', 'Wednesday 16:0-22:0', 'Thursday 11:0-14:0', 'Thursday 16:0-22:0', 'Friday 11:0-15:0', 'Friday 16:0-23:0', 'Saturday 15:0-23:0', 'Sunday 11:0-14:0', 'Sunday 16:0-22:0']""","1","335 Roncesvalles Avenue","11","-79.4500658","43.64929","M6R 2M8"
"Pizza Pizza","2","3","Riverdale","bbLmWFHAr-dCR8KHVla8aQ","""['Monday 11:0-2:0', 'Tuesday 11:0-2:0', 'Wednesday 11:0-2:0', 'Thursday 11:0-3:0', 'Friday 11:0-3:0', 'Saturday 11:0-3:0', 'Sunday 11:0-2:0']""","1","85 Danforth Avenue","4","-79.3589764","43.6760141","M4K 1M9"
